id,Country,Namespace,Reporting year,Network,Network name,Measurement station,Station EoI code,Measurement station name,Sampling point,Used for AQD,Data aggregation process,Data reporting metric,Objective type,Protection target,Air pollutant,Air pollution level,Exceedance threshold,Unit,Data coverage [%],Data verification,Type of station,Area of station,Latitude of station,Longitude of station,Zone code,Zone description,Type of zone
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0194A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,93.7,Verified,Background,Urban,45.755493,21.227453,RO42401,Timisoara,Agglomeration
2014#Romania.PM2.5.P1Y.LV.SPO-RO0194A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM2.5,9.94,25,ug.m-3,75.07,Verified,Background,Urban,45.755493,21.227453,RO42401,Timisoara,Agglomeration
2014#Romania.PM2.5.P1Y.LVMOT.SPO-RO0194A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus applicable margin of tolerance (LVMOT),Health,PM2.5,9.94,26,ug.m-3,75.07,Verified,Background,Urban,45.755493,21.227453,RO42401,Timisoara,Agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0195A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,2,50,count,83.29,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0195A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,26.71,50,ug.m-3,83.29,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0195A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,76.6,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.C6H6.P1Y.MO.SPO-RO0195A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,C6H6,1.11,,ug.m-3,70.86,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0196A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,73.72,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y.LV.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,26.01,40,ug.m-3,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y.LVmaxMOT.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus maximum margin of tolerance,Health,NO2,26.01,60,ug.m-3,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0197A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,34.39,40,ug.m-3,70.96,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0197A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,29.5,,ug.m-3,96.21,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0201A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,3.46,20,ug.m-3,71.76,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0201A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,71.56,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0201A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,71.56,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.SO2.P1Y-daysAbove125.LV.SPO-RO0203A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00001_100,YES,1 year day exceed 125,Days in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,3,count,78.9,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0203A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00005_100,NO,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,48.25,50,ug.m-3,78.63,Verified,Background,Urban,45.08273,24.36979,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0203A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,79.13,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0203A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,79.73,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LVmaxMOT.SPO-RO0203A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,61.38,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0203A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,61.38,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0203A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,61.38,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.PM2.5.P1Y.LV.SPO-RO0203A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM2.5,19.46,25,ug.m-3,49.32,Verified,Background,Urban,45.08273,24.36979,,,
2014#Romania.PM2.5.P1Y.LVMOT.SPO-RO0203A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit value plus applicable margin of tolerance (LVMOT),Health,PM2.5,19.46,26,ug.m-3,49.32,Verified,Background,Urban,45.08273,24.36979,,,
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0204A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0204A,RO0204A,"VL-2",SPO-RO0204A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,90.87,Verified,Industrial,Urban,45.038834,24.298624,,,
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0205A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO056A,"Vaslui_RNMCA",STA-RO0205A,RO0205A,"VS-1",SPO-RO0205A_00001_100,NO,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,68.07,Verified,Background,Urban,46.632141,27.730886,,,
2014#Romania.PM10.P1Y.LV.SPO-RO0200A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0200A,RO0200A,"TL-1",SPO-RO0200A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,28.48,40,ug.m-3,68.49,Verified,Traffic,Urban,45.180481,28.787367,RO22599,Tulcea,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0008R_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0008R,RO0008R,"EM-3",SPO-RO0008R_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,32.34,50,ug.m-3,60.27,Verified,Background,Rural-Remote,47.324791,25.134665,RO21599,Suceava,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0008R_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0008R,RO0008R,"EM-3",SPO-RO0008R_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,56.97,Verified,Background,Rural-Remote,47.324791,25.134665,RO21599,Suceava,Non-agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0097A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO022A,"Arad_RNMCA",STA-RO0097A,RO0097A,"AR-3",SPO-RO0097A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,18.33,40,ug.m-3,54.79,Verified,Traffic,Suburban,46.166817,20.736851,RO42199,Arad,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0103A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO023A,"Arges_RNMCA",STA-RO0103A,RO0103A,"AG-6",SPO-RO0103A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,71.11,Verified,Industrial,Urban,45.286194,25.080584,RO31199,Arges,Non-agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0130A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0130A,RO0130A,"CS-4",SPO-RO0130A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,21.08,40,ug.m-3,78.9,Verified,Traffic,Rural,45.36314,22.24314,,,
2014#Romania.SO2.P1Y-daysAbove125.LV.SPO-RO0209A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0209A,RO0209A,"GR-3",SPO-RO0209A_00001_100,YES,1 year day exceed 125,Days in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,3,count,97.53,Verified,Industrial,Urban,43.875435,25.93178,RO31499,Giurgiu,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0209A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0209A,RO0209A,"GR-3",SPO-RO0209A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,94.52,Verified,Industrial,Urban,43.875435,25.93178,RO31499,Giurgiu,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0209A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0209A,RO0209A,"GR-3",SPO-RO0209A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,94.52,Verified,Industrial,Urban,43.875435,25.93178,RO31499,Giurgiu,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LVmaxMOT.SPO-RO0209A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0209A,RO0209A,"GR-3",SPO-RO0209A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,94.52,Verified,Industrial,Urban,43.875435,25.93178,RO31499,Giurgiu,Non-agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0209A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0209A,RO0209A,"GR-3",SPO-RO0209A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,18.02,30,ugNO2.m-3,94.52,Verified,Industrial,Urban,43.875435,25.93178,,,
2014#Romania.SO2.P1Y.CL.SPO-RO0207A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,26.8,20,ug.m-3,85.11,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0207A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,21.95,,ug.m-3,89.59,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0207A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_00008_100,NO,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,86.75,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0207A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_00008_100,NO,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,86.75,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.NO2.P1Y.MO.SPO-RO0207A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,26.5,,ug.m-3,86.75,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.PM10.P1Y.LV.SPO-RO0152A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0152A,RO0152A,"GJ-3",SPO-RO0152A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,21.6,40,ug.m-3,90.14,Verified,Industrial,Urban,44.68211,23.375156,,,
2014#Romania.NO2.P1Y.LV.SPO-RO0152A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0152A,RO0152A,"GJ-3",SPO-RO0152A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,22.27,40,ug.m-3,92.35,Verified,Industrial,Urban,44.68211,23.375156,RO41299,Gorj,Non-agglomeration
2014#Romania.NO2.P1Y.LVmaxMOT.SPO-RO0152A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0152A,RO0152A,"GJ-3",SPO-RO0152A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus maximum margin of tolerance,Health,NO2,22.27,60,ug.m-3,92.35,Verified,Industrial,Urban,44.68211,23.375156,RO41299,Gorj,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0170A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO044A,"Mures_RNMCA",STA-RO0170A,RO0170A,"MS-4",SPO-RO0170A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,12.46,20,ug.m-3,58.81,Verified,Industrial,Urban,46.334091,24.308413,,,
2014#Romania.PM10.P1Y.LV.SPO-RO0190A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0190A,RO0190A,"SV-3",SPO-RO0190A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,23.03,40,ug.m-3,83.01,Verified,Traffic,Urban,47.953182,26.068127,RO21599,Suceava,Non-agglomeration
2014#Romania.NO2.P1Y.LV.SPO-RO0190A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0190A,RO0190A,"SV-3",SPO-RO0190A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,18.31,40,ug.m-3,100,Verified,Traffic,Urban,47.953182,26.068127,RO21599,Suceava,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0191A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0191A,RO0191A,"TR-1",SPO-RO0191A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,93.96,Verified,Background,Urban,43.980331,25.312403,RO31799,Teleorman,Non-agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0191A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0191A,RO0191A,"TR-1",SPO-RO0191A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,20.24,,ug.m-3,79.43,Verified,Background,Urban,43.980331,25.312403,RO31799,Teleorman,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0191A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0191A,RO0191A,"TR-1",SPO-RO0191A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,79.43,Verified,Background,Urban,43.980331,25.312403,RO31799,Teleorman,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0191A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0191A,RO0191A,"TR-1",SPO-RO0191A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,95.07,Verified,Background,Urban,43.980331,25.312403,RO31799,Teleorman,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0192A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,16.19,20,ug.m-3,94.39,Verified,Industrial,Urban,43.757984,24.9018,RO31799,Teleorman,Non-agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0192A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,22.18,,ug.m-3,65.48,Verified,Industrial,Urban,43.757984,24.9018,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0192A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,84.35,Verified,Industrial,Urban,43.757984,24.9018,RO31799,Teleorman,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0192A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,84.35,Verified,Industrial,Urban,43.757984,24.9018,RO31799,Teleorman,Non-agglomeration
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0192A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00008_100,YES,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,88.93,Verified,Industrial,Urban,43.757984,24.9018,RO31799,Teleorman,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0192A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO058A,"Teleorman_RNMCA",STA-RO0192A,RO0192A,"TR-2",SPO-RO0192A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,88.93,Verified,Industrial,Urban,43.757984,24.9018,RO31799,Teleorman,Non-agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0199A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0199A,RO0199A,"TM-7",SPO-RO0199A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,1.13,5,ug.m-3,92.75,Verified,Industrial,Urban,45.694717,21.893414,RO42499,Timis,Non-agglomeration
2014#Romania.SO2.P1Y-daysAbove125.LV.SPO-RO0211A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0211A,RO0211A,"IS-6",SPO-RO0211A_00001_100,YES,1 year day exceed 125,Days in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,3,count,92.05,Verified,Background,Urban,47.21561,27.768663,RO21399,Iasi,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0211A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0211A,RO0211A,"IS-6",SPO-RO0211A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,49.84,50,ug.m-3,87.4,Verified,Background,Urban,47.21561,27.768663,RO21399,Iasi,Non-agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0173A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO045A,"Neamt_RNMCA",STA-RO0173A,RO0173A,"NT-3",SPO-RO0173A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,86.84,Verified,Industrial,Urban,46.898746,26.034065,RO21499,Neamt,Non-agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0212A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO056A,"Vaslui_RNMCA",STA-RO0212A,RO0212A,"VS-2",SPO-RO0212A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,0,50,count,93.42,Verified,Background,Urban,46.677389,28.1011,RO21699,Vaslui,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0212A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO056A,"Vaslui_RNMCA",STA-RO0212A,RO0212A,"VS-2",SPO-RO0212A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,39.2,50,ug.m-3,93.42,Verified,Background,Urban,46.677389,28.1011,RO21699,Vaslui,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0198A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0198A,RO0198A,"TM-6",SPO-RO0198A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,14.09,20,ug.m-3,94.75,Verified,Background,Suburban,45.257939,21.266975,RO42499,Timis,Non-agglomeration
